100 100 20 0.1
21	39	23	9	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12	36	31	7	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
19	33	28	10	6	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
15	31	24	17	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	27	25	15	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10	36	24	18	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	32	27	10	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	36	16	19	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13	34	27	15	7	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
17	30	33	13	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	31	22	14	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19	30	29	13	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	31	22	14	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
18	21	33	18	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
18	38	14	20	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	37	29	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	27	26	16	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
18	32	22	20	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23	32	26	15	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	29	22	12	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
17	30	27	22	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25	30	22	13	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	22	28	18	6	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
18	29	29	17	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
16	29	28	15	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	36	27	10	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	25	26	18	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
20	32	26	16	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	36	23	15	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
12	33	29	14	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
12	32	30	14	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	34	27	16	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
18	35	23	16	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	30	31	10	8	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13	36	31	13	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	29	23	17	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15	31	26	19	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13	38	27	17	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	31	20	22	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15	32	35	12	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	29	36	13	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
25	31	19	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	27	29	16	9	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
20	34	17	17	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17	27	30	19	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	21	31	15	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15	41	22	15	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	35	23	15	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	25	25	19	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	29	21	17	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	33	27	13	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
16	31	35	12	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22	27	28	15	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	27	24	22	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	40	21	15	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
18	39	25	9	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15	40	24	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	35	23	7	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16	35	25	14	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	29	29	14	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	28	35	9	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	42	23	18	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	31	27	10	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
20	29	31	10	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
14	36	28	11	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15	34	28	17	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13	33	25	19	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
26	28	23	15	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	34	23	16	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
20	31	30	11	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	30	23	20	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
19	30	27	17	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16	37	30	11	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16	31	26	17	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	32	24	16	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0
16	33	26	14	7	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
21	26	27	18	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15	29	27	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	45	25	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	38	30	8	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
19	35	18	15	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	33	22	15	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24	37	22	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	38	24	14	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	26	28	13	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	33	24	15	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
18	24	32	12	8	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0
20	29	26	19	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	33	22	18	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
19	31	28	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	29	29	13	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
20	32	24	14	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	31	28	13	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
19	31	22	18	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13	30	36	12	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
17	28	26	20	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	31	27	17	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	27	27	17	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	29	25	15	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	31	26	21	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
