100 100 20 0.05
44	36	13	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	30	12	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	30	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	34	17	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	45	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	35	14	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	35	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	42	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	38	21	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	41	16	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	38	12	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	34	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	43	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	39	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	42	17	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	40	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	36	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	40	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	37	15	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	45	13	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	42	14	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	34	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	33	15	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
43	34	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	35	22	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	36	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	35	18	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	30	20	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	46	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	40	17	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	39	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	43	16	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	38	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	39	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	36	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	30	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	28	16	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	31	15	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	41	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	31	15	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	36	15	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	32	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	40	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	27	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	33	23	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	47	13	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	37	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	42	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	34	16	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	36	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	34	14	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	38	16	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	34	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	34	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	33	19	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	50	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	32	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	33	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	34	20	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
45	30	19	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
